imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_001	1	leaflet	0.25	256	0	32532	1736	16867	158	369	170	372	164	369	304.001185747317	166.517341554515
Nz_001	2	leaflet	0.25	256	47	32532	1736	4301	142	422	141	412	139	418	416.76726342711	101.546849569867
Nz_001	3	leaflet	0.25	256	69	32532	1736	3862	192	435	191	425	194	430	418.199378560331	228.480580010357
Nz_001	4	leaflet	0.25	256	105	32532	1736	2685	146	483	142	472	142	479	484.043575418994	109.693854748603
Nz_001	5	leaflet	0.25	256	141	32532	1736	1607	196	497	196	508	198	502	498.848786558805	223.150591163659
Nz_001	6	bottomPoint	0.25	256	256	32532	1736	0	NaN	NaN	NaN	NaN	NaN	NaN	169	623
Nz_001	7	TopPoint	0.25	256	NaN	32532	1736	0	NaN	NaN	NaN	NaN	NaN	NaN	161	237
Nz_001	8	midPoint	0.25	256	NaN	32532	1736	0	NaN	NaN	NaN	NaN	NaN	NaN	249	317
Nz_001	9	midPoint	0.25	256	NaN	32532	1736	0	NaN	NaN	NaN	NaN	NaN	NaN	82	323
Nz_001	10	anglePoint	0.25	256	NaN	32532	1736	0	NaN	NaN	NaN	NaN	NaN	NaN	199	360
Nz_001	11	anglePoint	0.25	256	NaN	32532	1736	0	NaN	NaN	NaN	NaN	NaN	NaN	102	265
Nz_001	12	anglePoint	0.25	256	NaN	32532	1736	0	NaN	NaN	NaN	NaN	NaN	NaN	122	358
Nz_001	13	anglePoint	0.25	256	NaN	32532	1736	0	NaN	NaN	NaN	NaN	NaN	NaN	220	259
