imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_006 copy 4	1	leaflet	0.25	365	0	37010	2330	15200	142	358	154	359	148	358	289.548815789474	149.993684210526
Nz_006 copy 4	3	leaflet	0.25	365	77	37010	2330	5138	176	418	179	429	179	423	396.171662125341	215.271311794473
Nz_006 copy 4	2	leaflet	0.25	365	46	37010	2330	4741	119	393	120	403	117	398	389.139211136891	76.5817338114322
Nz_006 copy 4	4	leaflet	0.25	365	128	37010	2330	2798	113	476	114	486	111	481	469.458899213724	79.7673338098642
Nz_006 copy 4	5	leaflet	0.25	365	166	37010	2330	3076	179	502	180	512	183	506	487.575422626788	213.50422626788
Nz_006 copy 4	6	leaflet	0.25	365	219	37010	2330	720	118	567	116	579	114	571	564.756944444444	99.9736111111111
Nz_006 copy 4	7	leaflet	0.25	365	278	37010	2330	998	177	614	177	626	181	618	609.084168336673	197.700400801603
Nz_006 copy 4	8	bottomPoint	0.25	365	365	37010	2330	0	NaN	NaN	NaN	NaN	NaN	NaN	147	722
Nz_006 copy 4	9	TopPoint	0.25	365	NaN	37010	2330	0	NaN	NaN	NaN	NaN	NaN	NaN	148	226
Nz_006 copy 4	10	midPoint	0.25	365	NaN	37010	2330	0	NaN	NaN	NaN	NaN	NaN	NaN	229	299
Nz_006 copy 4	11	midPoint	0.25	365	NaN	37010	2330	0	NaN	NaN	NaN	NaN	NaN	NaN	72	297
Nz_006 copy 4	12	anglePoint	0.25	365	NaN	37010	2330	0	NaN	NaN	NaN	NaN	NaN	NaN	191	344
Nz_006 copy 4	13	anglePoint	0.25	365	NaN	37010	2330	0	NaN	NaN	NaN	NaN	NaN	NaN	93	247
Nz_006 copy 4	14	anglePoint	0.25	365	NaN	37010	2330	0	NaN	NaN	NaN	NaN	NaN	NaN	107	337
Nz_006 copy 4	15	anglePoint	0.25	365	NaN	37010	2330	0	NaN	NaN	NaN	NaN	NaN	NaN	198	244
