imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_006 copy	1	leaflet	0.25	322	0	35264	2069	16437	163	354	177	352	169	352	283.038997383951	172.784145525339
Nz_006 copy	3	leaflet	0.25	322	75	35264	2069	5404	209	412	210	423	212	417	403.017949666913	254.531458179127
Nz_006 copy	2	leaflet	0.25	322	60	35264	2069	3914	145	404	145	414	142	409	395.795350025549	106.93791517629
Nz_006 copy	5	leaflet	0.25	322	130	35264	2069	2564	198	473	195	482	200	478	478.793291731669	231.908736349454
Nz_006 copy	4	leaflet	0.25	322	133	35264	2069	1976	150	484	147	473	146	480	478.283400809717	119.358299595142
Nz_006 copy	6	leaflet	0.25	322	222	35264	2069	687	147	559	141	569	142	561	553.004366812227	129.965065502183
Nz_006 copy	7	smallLeaflet	0.25	322	271	35264	2069	67	176	613	177	616	174	615	618.194029850746	186.059701492537
Nz_006 copy	8	bottomPoint	0.25	322	322	35264	2069	0	NaN	NaN	NaN	NaN	NaN	NaN	177	673
Nz_006 copy	9	TopPoint	0.25	322	NaN	35264	2069	0	NaN	NaN	NaN	NaN	NaN	NaN	165	213
Nz_006 copy	10	midPoint	0.25	322	NaN	35264	2069	0	NaN	NaN	NaN	NaN	NaN	NaN	251	277
Nz_006 copy	11	midPoint	0.25	322	NaN	35264	2069	0	NaN	NaN	NaN	NaN	NaN	NaN	88	284
Nz_006 copy	12	anglePoint	0.25	322	NaN	35264	2069	0	NaN	NaN	NaN	NaN	NaN	NaN	221	337
Nz_006 copy	13	anglePoint	0.25	322	NaN	35264	2069	0	NaN	NaN	NaN	NaN	NaN	NaN	127	236
Nz_006 copy	14	anglePoint	0.25	322	NaN	35264	2069	0	NaN	NaN	NaN	NaN	NaN	NaN	114	328
Nz_006 copy	15	anglePoint	0.25	322	NaN	35264	2069	0	NaN	NaN	NaN	NaN	NaN	NaN	213	228
