imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Ox_07	1	leaflet	0.25	425	0	22163	1957	8536	156	239	168	240	162	238	188.988636363636	163.158153701968
Ox_07	2	leaflet	0.25	425	82	22163	1957	3327	127	291	126	300	123	295	285.419897805831	94.7685602645026
Ox_07	3	leaflet	0.25	425	125	22163	1957	2933	187	331	192	339	192	333	308.342311626321	210.54824411865
Ox_07	4	leaflet	0.25	425	196	22163	1957	1522	122	412	122	424	118	416	408.244415243101	97.6819973718791
Ox_07	5	leaflet	0.25	425	240	22163	1957	1231	179	454	184	463	184	456	446.815597075548	201.608448415922
Ox_07	6	smallLeaflet	0.25	425	335	22163	1957	177	153	568	152	570	155	568	568.197740112994	137.056497175141
Ox_07	7	bottomPoint	0.25	425	425	22163	1957	0	NaN	NaN	NaN	NaN	NaN	NaN	159	661
Ox_07	8	TopPoint	0.25	425	NaN	22163	1957	0	NaN	NaN	NaN	NaN	NaN	NaN	162	142
Ox_07	9	midPoint	0.25	425	NaN	22163	1957	0	NaN	NaN	NaN	NaN	NaN	NaN	220	194
Ox_07	10	midPoint	0.25	425	NaN	22163	1957	0	NaN	NaN	NaN	NaN	NaN	NaN	105	192
Ox_07	11	anglePoint	0.25	425	NaN	22163	1957	0	NaN	NaN	NaN	NaN	NaN	NaN	198	231
Ox_07	12	anglePoint	0.25	425	NaN	22163	1957	0	NaN	NaN	NaN	NaN	NaN	NaN	121	154
Ox_07	13	anglePoint	0.25	425	NaN	22163	1957	0	NaN	NaN	NaN	NaN	NaN	NaN	129	224
Ox_07	14	anglePoint	0.25	425	NaN	22163	1957	0	NaN	NaN	NaN	NaN	NaN	NaN	198	154
