1	105	184
1	106	183
1	106	182
1	107	181
1	107	180
1	107	179
1	107	178
1	107	177
1	107	176
1	108	175
1	108	174
1	109	173
1	109	172
1	110	171
1	110	170
1	111	169
1	111	168
1	111	167
1	112	166
1	112	165
1	112	164
1	113	163
1	113	162
1	114	161
1	114	160
1	115	159
1	116	158
1	117	157
1	118	156
1	119	155
1	120	155
1	121	154
1	122	154
1	123	153
1	124	152
1	125	151
1	126	150
1	127	150
1	128	149
1	129	149
1	130	149
1	131	148
1	132	148
1	133	148
1	134	148
1	135	147
1	136	147
1	137	147
1	138	147
1	139	146
1	140	146
1	141	146
1	142	145
1	143	145
1	144	144
1	145	144
1	146	143
1	147	143
1	148	142
1	149	142
1	150	142
1	151	141
1	152	141
1	153	141
1	154	141
1	155	141
1	156	140
1	157	140
1	158	141
1	159	141
1	160	141
1	161	142
1	162	142
1	163	142
1	164	141
1	165	141
1	166	141
1	167	142
1	168	142
1	169	143
1	170	143
1	171	144
1	172	145
1	173	146
1	174	147
1	175	148
1	176	148
1	177	148
1	178	148
1	179	148
1	180	148
1	181	148
1	182	148
1	183	149
1	184	149
1	185	149
1	186	149
1	187	149
1	188	150
1	189	150
1	190	151
1	191	152
1	192	152
1	193	153
1	194	153
1	195	153
1	196	154
1	197	154
1	198	154
1	199	155
1	200	156
1	201	157
1	202	158
1	203	158
1	204	158
1	205	159
1	206	159
1	207	159
1	208	160
1	209	161
1	210	162
1	211	163
1	212	164
1	212	165
1	213	166
1	213	167
1	214	168
1	214	169
1	215	170
1	215	171
1	216	172
1	216	173
1	216	174
1	217	175
1	217	176
1	217	177
1	218	178
1	218	179
1	218	180
1	218	181
1	219	182
1	219	183
1	219	184
1	220	185
1	220	186
1	220	187
1	220	188
1	219	189
1	219	190
1	219	191
1	220	192
1	220	193
1	220	194
1	220	195
1	220	196
1	220	197
1	220	198
1	220	199
1	220	200
1	220	201
1	219	202
1	219	203
1	218	204
1	217	204
1	216	205
1	215	206
1	215	207
1	214	208
1	213	209
1	213	210
1	213	211
1	213	212
1	213	213
1	213	214
1	213	215
1	213	216
1	212	217
1	212	218
1	211	219
1	211	220
1	211	221
1	210	222
1	209	223
1	209	224
1	208	225
1	207	226
1	206	227
1	205	227
1	204	228
1	203	228
1	202	229
1	201	230
1	200	230
1	199	231
1	198	231
1	197	232
1	196	232
1	195	233
1	194	233
1	193	233
1	192	233
1	191	233
1	190	233
1	189	233
1	188	233
1	187	233
1	186	233
1	185	233
1	184	232
1	183	232
1	182	232
1	181	232
1	180	232
1	179	232
1	178	232
1	177	232
1	176	232
1	175	232
1	174	233
1	173	233
1	172	234
1	171	235
1	171	236
1	170	237
1	170	238
1	169	237
1	168	237
1	167	237
1	166	236
1	165	236
1	164	236
1	163	236
1	162	236
1	161	235
1	160	235
1	159	235
1	158	235
1	157	234
1	156	234
1	155	234
1	154	235
1	154	234
1	153	233
1	153	232
1	152	231
1	152	230
1	151	229
1	150	228
1	149	227
1	148	226
1	147	225
1	146	225
1	145	225
1	144	225
1	143	225
1	142	225
1	141	225
1	140	225
1	139	225
1	138	226
1	137	226
1	136	225
1	135	225
1	134	225
1	133	225
1	132	225
1	131	225
1	130	224
1	129	224
1	128	224
1	127	223
1	126	223
1	125	223
1	124	222
1	123	222
1	122	221
1	121	220
1	120	220
1	119	219
1	118	219
1	117	218
1	116	217
1	115	216
1	114	215
1	114	214
1	113	213
1	113	212
1	113	211
1	112	210
1	112	209
1	111	208
1	111	207
1	110	206
1	110	205
1	110	204
1	110	203
1	109	202
1	109	201
1	109	200
1	109	199
1	108	198
1	108	197
1	108	196
1	107	195
1	107	194
1	106	193
1	105	192
1	105	191
1	105	190
1	105	189
1	105	188
1	105	187
1	105	186
1	105	185
1	105	184
