imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_004 copy 3	1	leaflet	0.25	297	0	29297	1849	15364	150	328	162	330	156	328	264.537099713616	164.77766206717
Nz_004 copy 3	3	leaflet	0.25	297	62	29297	1849	3686	175	371	178	380	179	374	362.369506239826	214.307379272925
Nz_004 copy 3	2	leaflet	0.25	297	63	29297	1849	3147	131	378	131	389	128	383	368.197966317127	97.0810295519542
Nz_004 copy 3	5	leaflet	0.25	297	137	29297	1849	2092	192	448	189	458	194	453	446.198374760994	220.853728489484
Nz_004 copy 3	4	leaflet	0.25	297	138	29297	1849	1202	139	460	139	471	137	465	457.752911813644	118.617304492512
Nz_004 copy 3	7	leaflet	0.25	297	216	29297	1849	128	193	530	199	541	195	535	533.203125	201.5859375
Nz_004 copy 3	8	bottomPoint	0.25	297	297	29297	1849	0	NaN	NaN	NaN	NaN	NaN	NaN	166	624
Nz_004 copy 3	9	TopPoint	0.25	297	NaN	29297	1849	0	NaN	NaN	NaN	NaN	NaN	NaN	151	203
Nz_004 copy 3	10	midPoint	0.25	297	NaN	29297	1849	0	NaN	NaN	NaN	NaN	NaN	NaN	242	263
Nz_004 copy 3	11	midPoint	0.25	297	NaN	29297	1849	0	NaN	NaN	NaN	NaN	NaN	NaN	83	272
Nz_004 copy 3	12	anglePoint	0.25	297	NaN	29297	1849	0	NaN	NaN	NaN	NaN	NaN	NaN	202	323
Nz_004 copy 3	13	anglePoint	0.25	297	NaN	29297	1849	0	NaN	NaN	NaN	NaN	NaN	NaN	104	224
Nz_004 copy 3	14	anglePoint	0.25	297	NaN	29297	1849	0	NaN	NaN	NaN	NaN	NaN	NaN	111	306
Nz_004 copy 3	15	anglePoint	0.25	297	NaN	29297	1849	0	NaN	NaN	NaN	NaN	NaN	NaN	202	214
