imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Ox_01	1	leaflet	0.25	385	0	15913	1613	6962	135	292	146	293	140	291	245.462079862109	146.593363975869
Ox_01	2	leaflet	0.25	385	94	15913	1613	1676	109	385	110	377	106	381	371.005369928401	88.3705250596659
Ox_01	3	leaflet	0.25	385	101	15913	1613	2107	171	365	175	370	176	365	346.951589938301	191.411010915994
Ox_01	4	leaflet	0.25	385	187	15913	1613	718	115	477	120	484	115	482	484.614206128134	101.183844011142
Ox_01	5	leaflet	0.25	385	193	15913	1613	635	158	462	163	470	163	463	455.173228346457	172.053543307087
Ox_01	6	bottomPoint	0.25	385	385	15913	1613	0	NaN	NaN	NaN	NaN	NaN	NaN	143	673
Ox_01	7	TopPoint	0.25	385	NaN	15913	1613	0	NaN	NaN	NaN	NaN	NaN	NaN	139	201
Ox_01	8	midPoint	0.25	385	NaN	15913	1613	0	NaN	NaN	NaN	NaN	NaN	NaN	199	246
Ox_01	9	midPoint	0.25	385	NaN	15913	1613	0	NaN	NaN	NaN	NaN	NaN	NaN	97	248
Ox_01	10	anglePoint	0.25	385	NaN	15913	1613	0	NaN	NaN	NaN	NaN	NaN	NaN	171	283
Ox_01	11	anglePoint	0.25	385	NaN	15913	1613	0	NaN	NaN	NaN	NaN	NaN	NaN	106	218
Ox_01	12	anglePoint	0.25	385	NaN	15913	1613	0	NaN	NaN	NaN	NaN	NaN	NaN	109	275
Ox_01	13	anglePoint	0.25	385	NaN	15913	1613	0	NaN	NaN	NaN	NaN	NaN	NaN	172	212
