imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_003	1	leaflet	0.25	287	0	36906	2011	16171	151	350	136	350	144	349	281.721043843918	169.82369674108
Nz_003	3	leaflet	0.25	287	72	36906	2011	5503	176	406	175	418	180	412	394.683445393422	218.145556968926
Nz_003	2	leaflet	0.25	287	72	36906	2011	5441	110	402	110	415	106	407	381.547142069473	69.5699319977945
Nz_003	5	leaflet	0.25	287	150	36906	2011	3259	168	485	169	496	173	490	484.163547100338	206.335378950598
Nz_003	4	leaflet	0.25	287	146	36906	2011	2399	110	484	107	495	104	487	469.041684035015	82.4906210921217
Nz_003	7	smallLeaflet	0.25	287	220	36906	2011	117	149	562	151	565	147	564	566.08547008547	163.555555555556
Nz_003	8	bottomPoint	0.25	287	287	36906	2011	0	NaN	NaN	NaN	NaN	NaN	NaN	149	633
Nz_003	9	TopPoint	0.25	287	NaN	36906	2011	0	NaN	NaN	NaN	NaN	NaN	NaN	141	217
Nz_003	10	midPoint	0.25	287	NaN	36906	2011	0	NaN	NaN	NaN	NaN	NaN	NaN	250	276
Nz_003	11	midPoint	0.25	287	NaN	36906	2011	0	NaN	NaN	NaN	NaN	NaN	NaN	94	280
Nz_003	12	anglePoint	0.25	287	NaN	36906	2011	0	NaN	NaN	NaN	NaN	NaN	NaN	203	340
Nz_003	13	anglePoint	0.25	287	NaN	36906	2011	0	NaN	NaN	NaN	NaN	NaN	NaN	106	241
Nz_003	14	anglePoint	0.25	287	NaN	36906	2011	0	NaN	NaN	NaN	NaN	NaN	NaN	108	311
Nz_003	15	anglePoint	0.25	287	NaN	36906	2011	0	NaN	NaN	NaN	NaN	NaN	NaN	200	218
