imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_005 copy 4	1	leaflet	0.25	341	0	31327	2088	14595	139	317	128	315	134	314	251.192463172319	141.090921548476
Nz_005 copy 4	3	leaflet	0.25	341	83	31327	2088	4226	160	382	160	392	163	386	367.075248461903	197.033838144818
Nz_005 copy 4	2	leaflet	0.25	341	76	31327	2088	3685	110	375	107	386	106	379	358.451017639077	76.2081411126187
Nz_005 copy 4	5	leaflet	0.25	341	179	31327	2088	2134	148	470	152	480	152	473	451.812558575445	171.224461105904
Nz_005 copy 4	4	leaflet	0.25	341	163	31327	2088	1767	103	462	101	473	99	466	455.028862478778	76.9717034521788
Nz_005 copy 4	6	leaflet	0.25	341	256	31327	2088	619	91	556	87	569	87	560	554.35056542811	74.2358642972536
Nz_005 copy 4	7	leaflet	0.25	341	280	31327	2088	208	156	587	153	599	156	593	595.283653846154	162.740384615385
Nz_005 copy 4	8	bottomPoint	0.25	341	341	31327	2088	0	NaN	NaN	NaN	NaN	NaN	NaN	125	652
Nz_005 copy 4	9	TopPoint	0.25	341	NaN	31327	2088	0	NaN	NaN	NaN	NaN	NaN	NaN	137	187
Nz_005 copy 4	10	midPoint	0.25	341	NaN	31327	2088	0	NaN	NaN	NaN	NaN	NaN	NaN	220	268
Nz_005 copy 4	11	midPoint	0.25	341	NaN	31327	2088	0	NaN	NaN	NaN	NaN	NaN	NaN	62	262
Nz_005 copy 4	12	anglePoint	0.25	341	NaN	31327	2088	0	NaN	NaN	NaN	NaN	NaN	NaN	177	308
Nz_005 copy 4	13	anglePoint	0.25	341	NaN	31327	2088	0	NaN	NaN	NaN	NaN	NaN	NaN	81	212
Nz_005 copy 4	14	anglePoint	0.25	341	NaN	31327	2088	0	NaN	NaN	NaN	NaN	NaN	NaN	102	295
Nz_005 copy 4	15	anglePoint	0.25	341	NaN	31327	2088	0	NaN	NaN	NaN	NaN	NaN	NaN	186	209
