0	169	378
0	167	264
0	228	321
0	102	325
0	196	352
0	124	282
0	126	363
0	213	274
1	102	321
1	103	320
1	103	319
1	104	318
1	105	317
1	105	316
1	105	315
1	105	314
1	105	313
1	105	312
1	105	311
1	105	310
1	106	309
1	106	308
1	106	307
1	107	306
1	107	305
1	108	304
1	108	303
1	108	302
1	109	301
1	109	300
1	109	299
1	110	298
1	110	297
1	111	296
1	111	295
1	111	294
1	112	293
1	112	292
1	113	291
1	113	290
1	114	289
1	115	288
1	115	287
1	116	286
1	117	286
1	118	285
1	119	284
1	120	284
1	121	284
1	122	284
1	123	283
1	124	282
1	125	281
1	126	281
1	127	280
1	128	279
1	129	279
1	130	279
1	131	278
1	132	278
1	133	278
1	134	277
1	135	277
1	136	277
1	137	276
1	138	276
1	139	275
1	140	275
1	141	274
1	142	273
1	143	272
1	144	271
1	145	270
1	146	270
1	147	270
1	148	269
1	149	269
1	150	269
1	151	269
1	152	269
1	153	269
1	154	268
1	155	268
1	156	268
1	157	268
1	158	268
1	159	267
1	160	267
1	161	267
1	162	266
1	163	266
1	164	266
1	165	265
1	166	265
1	167	264
1	168	264
1	169	264
1	170	263
1	171	263
1	172	262
1	173	262
1	174	262
1	175	261
1	176	261
1	177	261
1	178	261
1	179	261
1	180	261
1	181	261
1	182	261
1	183	262
1	184	262
1	185	261
1	186	261
1	187	261
1	188	260
1	189	260
1	190	260
1	191	260
1	192	261
1	193	261
1	194	261
1	195	262
1	196	262
1	197	263
1	198	263
1	199	264
1	200	264
1	201	265
1	202	266
1	203	267
1	204	267
1	205	268
1	206	269
1	207	270
1	208	271
1	209	271
1	210	272
1	211	273
1	212	273
1	213	274
1	214	274
1	215	275
1	216	276
1	217	276
1	218	277
1	219	278
1	220	278
1	220	279
1	221	280
1	221	281
1	222	282
1	223	283
1	224	284
1	225	284
1	225	285
1	226	286
1	227	287
1	227	288
1	228	289
1	228	290
1	228	291
1	228	292
1	229	293
1	229	294
1	229	295
1	229	296
1	229	297
1	229	298
1	229	299
1	229	300
1	229	301
1	229	302
1	229	303
1	229	304
1	229	305
1	229	306
1	229	307
1	229	308
1	229	309
1	229	310
1	229	311
1	229	312
1	229	313
1	228	314
1	228	315
1	228	316
1	228	317
1	228	318
1	228	319
1	228	320
1	228	321
1	227	322
1	227	323
1	226	324
1	226	325
1	225	326
1	225	327
1	224	328
1	224	329
1	223	330
1	222	331
1	221	332
1	220	333
1	219	334
1	219	335
1	218	336
1	217	337
1	216	338
1	215	338
1	214	339
1	213	340
1	212	341
1	211	341
1	210	342
1	209	343
1	208	344
1	207	345
1	206	345
1	205	346
1	204	347
1	203	348
1	202	348
1	201	349
1	200	350
1	199	351
1	198	351
1	197	352
1	196	352
1	195	353
1	194	354
1	193	354
1	192	355
1	191	355
1	190	356
1	189	357
1	188	357
1	187	358
1	186	358
1	185	359
1	184	360
1	183	361
1	182	362
1	181	363
1	180	364
1	180	365
1	179	366
1	178	367
1	178	368
1	177	369
1	177	370
1	177	371
1	177	372
1	177	373
1	177	374
1	176	375
1	176	376
1	176	377
1	176	378
1	176	379
1	176	380
1	175	379
1	174	379
1	173	379
1	172	378
1	171	378
1	170	378
1	169	378
1	168	378
1	167	378
1	166	377
1	165	377
1	164	377
1	163	377
1	162	377
1	161	376
1	161	375
1	160	374
1	159	373
1	158	372
1	157	371
1	156	371
1	155	371
1	154	371
1	153	371
1	152	371
1	151	371
1	150	371
1	149	371
1	148	370
1	147	370
1	146	370
1	145	370
1	144	370
1	143	370
1	142	369
1	141	369
1	140	369
1	139	369
1	138	369
1	137	369
1	136	368
1	135	368
1	134	368
1	133	367
1	132	367
1	131	366
1	130	365
1	129	364
1	128	364
1	127	363
1	126	363
1	125	362
1	124	362
1	123	361
1	122	360
1	121	360
1	120	359
1	119	359
1	118	358
1	117	357
1	116	356
1	115	355
1	114	354
1	113	354
1	112	353
1	111	352
1	110	351
1	110	350
1	109	349
1	108	348
1	108	347
1	107	346
1	107	345
1	107	344
1	106	343
1	106	342
1	106	341
1	106	340
1	105	339
1	105	338
1	104	337
1	104	336
1	103	335
1	103	334
1	103	333
1	103	332
1	102	331
1	102	330
1	102	329
1	102	328
1	102	327
1	102	326
1	102	325
1	102	324
1	102	323
1	102	322
1	102	321
