imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_008 copy 2	1	leaflet	0.25	292	0	30280	2056	10762	163	379	175	381	169	378	316.328656383572	165.489314253856
Nz_008 copy 2	3	leaflet	0.25	292	23	30280	2056	4162	195	387	199	400	199	391	378.214320038443	235.349831811629
Nz_008 copy 2	2	leaflet	0.25	292	68	30280	2056	3215	146	427	141	439	142	431	409.755520995334	115.064696734059
Nz_008 copy 2	5	leaflet	0.25	292	101	30280	2056	2954	199	461	201	474	202	466	449.487136086662	230.690250507786
Nz_008 copy 2	4	leaflet	0.25	292	136	30280	2056	2014	147	504	147	515	144	508	498.30585898709	118.890268123138
Nz_008 copy 2	7	leaflet	0.25	292	171	30280	2056	1613	195	528	200	538	201	530	518.668939863608	220.606943583385
Nz_008 copy 2	6	leaflet	0.25	292	213	30280	2056	1048	147	575	143	590	143	580	572.664122137405	125.551526717557
Nz_008 copy 2	8	bottomPoint	0.25	292	292	30280	2056	0	NaN	NaN	NaN	NaN	NaN	NaN	173	667
Nz_008 copy 2	9	TopPoint	0.25	292	NaN	30280	2056	0	NaN	NaN	NaN	NaN	NaN	NaN	167	264
Nz_008 copy 2	10	midPoint	0.25	292	NaN	30280	2056	0	NaN	NaN	NaN	NaN	NaN	NaN	228	321
Nz_008 copy 2	11	midPoint	0.25	292	NaN	30280	2056	0	NaN	NaN	NaN	NaN	NaN	NaN	102	325
Nz_008 copy 2	12	anglePoint	0.25	292	NaN	30280	2056	0	NaN	NaN	NaN	NaN	NaN	NaN	196	352
Nz_008 copy 2	13	anglePoint	0.25	292	NaN	30280	2056	0	NaN	NaN	NaN	NaN	NaN	NaN	124	282
Nz_008 copy 2	14	anglePoint	0.25	292	NaN	30280	2056	0	NaN	NaN	NaN	NaN	NaN	NaN	126	363
Nz_008 copy 2	15	anglePoint	0.25	292	NaN	30280	2056	0	NaN	NaN	NaN	NaN	NaN	NaN	213	274
