imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Ox_18	1	leaflet	0.25	1728	0	372176	8020	158240	137	245	125	247	131	245	194.063296258847	137.472497472194
Ox_18	3	leaflet	0.25	1728	400	372176	8020	58640	178	338	184	327	183	335	336.508321964529	212.630832196453
Ox_18	2	leaflet	0.25	1728	516	372176	8020	39808	91	362	88	350	88	358	351.508440514469	61.3412379421222
Ox_18	5	leaflet	0.25	1728	884	372176	8020	24496	180	467	187	457	184	464	464.530372305683	207.49836708034
Ox_18	4	leaflet	0.25	1728	952	372176	8020	15536	111	487	106	476	107	483	484.59938208033	89.7147270854789
Ox_18	7	smallLeaflet	0.25	1728	1296	372176	8020	3936	152	562	154	565	150	563	564.626016260163	168.044715447154
Ox_18	8	bottomPoint	0.25	1728	1728	372176	8020	0	NaN	NaN	NaN	NaN	NaN	NaN	157	674
Ox_18	9	TopPoint	0.25	1728	NaN	372176	8020	0	NaN	NaN	NaN	NaN	NaN	NaN	125	142
Ox_18	10	midPoint	0.25	1728	NaN	372176	8020	0	NaN	NaN	NaN	NaN	NaN	NaN	195	200
Ox_18	11	midPoint	0.25	1728	NaN	372176	8020	0	NaN	NaN	NaN	NaN	NaN	NaN	76	209
Ox_18	12	angePoint	0.25	1728	NaN	372176	8020	0	NaN	NaN	NaN	NaN	NaN	NaN	162	241
Ox_18	13	angePoint	0.25	1728	NaN	372176	8020	0	NaN	NaN	NaN	NaN	NaN	NaN	89	168
Ox_18	14	angePoint	0.25	1728	NaN	372176	8020	0	NaN	NaN	NaN	NaN	NaN	NaN	95	236
Ox_18	15	angePoint	0.25	1728	NaN	372176	8020	0	NaN	NaN	NaN	NaN	NaN	NaN	176	153
