imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_004	1	leaflet	0.25	264	0	22271	1605	11194	158	351	170	351	164	350	292.681436483831	165.056994818653
Nz_004	3	leaflet	0.25	264	56	22271	1605	2551	188	387	195	397	193	390	369.90435123481	216.276362210898
Nz_004	2	leaflet	0.25	264	62	22271	1605	2321	151	398	146	409	146	401	379.433433864713	126.252908229212
Nz_004	4	leaflet	0.25	264	126	22271	1605	1390	146	474	147	464	143	469	460.078417266187	121.631654676259
Nz_004	5	leaflet	0.25	264	122	22271	1605	1167	192	457	196	468	196	460	452.431019708655	213.969151670951
Nz_004	6	smallLeaflet	0.25	264	196	22271	1605	211	168	539	167	544	172	540	543.222748815166	153.502369668246
Nz_004	7	smallLeaflet	0.25	264	200	22271	1605	181	177	540	178	544	174	541	532.077348066298	189.889502762431
Nz_004	8	bottomPoint	0.25	264	264	22271	1605	0	NaN	NaN	NaN	NaN	NaN	NaN	181	611
Nz_004	9	TopPoint	0.25	264	NaN	22271	1605	0	NaN	NaN	NaN	NaN	NaN	NaN	157	240
Nz_004	10	midPoint	0.25	264	NaN	22271	1605	0	NaN	NaN	NaN	NaN	NaN	NaN	235	301
Nz_004	11	midPoint	0.25	264	NaN	22271	1605	0	NaN	NaN	NaN	NaN	NaN	NaN	96	311
Nz_004	12	anglePoint	0.25	264	NaN	22271	1605	0	NaN	NaN	NaN	NaN	NaN	NaN	188	334
Nz_004	13	anglePoint	0.25	264	NaN	22271	1605	0	NaN	NaN	NaN	NaN	NaN	NaN	112	261
Nz_004	14	anglePoint	0.25	264	NaN	22271	1605	0	NaN	NaN	NaN	NaN	NaN	NaN	133	334
Nz_004	15	anglePoint	0.25	264	NaN	22271	1605	0	NaN	NaN	NaN	NaN	NaN	NaN	212	254
