imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Ox_15	1	leaflet	0.25	352	0	23080	1809	10500	164	297	152	299	158	296	245.346952380952	155.591714285714
Ox_15	3	leaflet	0.25	352	91	23080	1809	3467	192	354	197	361	197	355	327.757427170464	214.766657052207
Ox_15	2	leaflet	0.25	352	101	23080	1809	2830	126	400	124	390	122	396	388.28445229682	94.343816254417
Ox_15	5	leaflet	0.25	352	197	23080	1809	1362	195	481	193	491	198	486	484.196769456681	218.937591776799
Ox_15	4	leaflet	0.25	352	194	23080	1809	1182	139	504	137	495	135	501	500.054991539763	116.228426395939
Ox_15	6	smallLeaflet	0.25	352	291	23080	1809	79	167	581	167	583	169	581	584.962025316456	157.455696202532
Ox_15	7	bottomPoint	0.25	352	352	23080	1809	0	NaN	NaN	NaN	NaN	NaN	NaN	177	645
Ox_15	8	TopPoint	0.25	352	NaN	23080	1809	0	NaN	NaN	NaN	NaN	NaN	NaN	152	194
Ox_15	9	midPoint	0.25	352	NaN	23080	1809	0	NaN	NaN	NaN	NaN	NaN	NaN	221	249
Ox_15	10	midPoint	0.25	352	NaN	23080	1809	0	NaN	NaN	NaN	NaN	NaN	NaN	92	258
Ox_15	11	anglePoint	0.25	352	NaN	23080	1809	0	NaN	NaN	NaN	NaN	NaN	NaN	189	289
Ox_15	12	anglePoint	0.25	352	NaN	23080	1809	0	NaN	NaN	NaN	NaN	NaN	NaN	109	211
Ox_15	13	anglePoint	0.25	352	NaN	23080	1809	0	NaN	NaN	NaN	NaN	NaN	NaN	114	289
Ox_15	14	anglePoint	0.25	352	NaN	23080	1809	0	NaN	NaN	NaN	NaN	NaN	NaN	196	205
