imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_001 copy	1	leaflet	0.25	285	0	28002	1779	12792	168	361	155	358	162	358	300.777829893684	168.229283927455
Nz_001 copy	3	leaflet	0.25	285	67	28002	1779	3497	184	431	188	420	188	427	418.943094080641	222.96282527881
Nz_001 copy	2	leaflet	0.25	285	75	28002	1779	3883	135	416	130	428	131	419	394.716198815349	101.063868143188
Nz_001 copy	5	leaflet	0.25	285	141	28002	1779	1984	183	488	182	499	186	493	487.656754032258	212.524193548387
Nz_001 copy	4	leaflet	0.25	285	144	28002	1779	1989	134	486	133	499	130	491	475.738059326295	108.979386626445
Nz_001 copy	7	leaflet	0.25	285	216	28002	1779	223	187	566	187	581	187	573	573.650224215247	195.053811659193
Nz_001 copy	8	bottomPoint	0.25	285	285	28002	1779	0	NaN	NaN	NaN	NaN	NaN	NaN	156	640
Nz_001 copy	9	TopPoint	0.25	285	NaN	28002	1779	0	NaN	NaN	NaN	NaN	NaN	NaN	164	239
Nz_001 copy	10	midPoint	0.25	285	NaN	28002	1779	0	NaN	NaN	NaN	NaN	NaN	NaN	237	310
Nz_001 copy	11	midPoint	0.25	285	NaN	28002	1779	0	NaN	NaN	NaN	NaN	NaN	NaN	98	306
Nz_001 copy	12	anglePoint	0.25	285	NaN	28002	1779	0	NaN	NaN	NaN	NaN	NaN	NaN	203	351
Nz_001 copy	13	anglePoint	0.25	285	NaN	28002	1779	0	NaN	NaN	NaN	NaN	NaN	NaN	117	266
Nz_001 copy	14	anglePoint	0.25	285	NaN	28002	1779	0	NaN	NaN	NaN	NaN	NaN	NaN	118	348
Nz_001 copy	15	anglePoint	0.25	285	NaN	28002	1779	0	NaN	NaN	NaN	NaN	NaN	NaN	209	256
