imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Ox_02	1	leaflet	0.25	317	0	20825	1664	10035	142	315	154	313	147	313	264.227902341804	146.621325361236
Ox_02	3	leaflet	0.25	317	76	20825	1664	2658	198	376	200	384	202	379	366.88675696012	228.338600451467
Ox_02	2	leaflet	0.25	317	79	20825	1664	2442	128	385	129	393	125	389	384.957002457002	100.128173628174
Ox_02	5	leaflet	0.25	317	149	20825	1664	1499	192	449	191	460	194	454	450.349566377585	215.573048699133
Ox_02	4	leaflet	0.25	317	163	20825	1664	589	135	462	133	470	130	464	460.426146010187	119.407470288625
Ox_02	6	smallLeaflet	0.25	317	239	20825	1664	106	157	548	156	545	159	547	553.009433962264	147.707547169811
Ox_02	7	bottomPoint	0.25	317	317	20825	1664	0	NaN	NaN	NaN	NaN	NaN	NaN	160	628
Ox_02	8	TopPoint	0.25	317	NaN	20825	1664	0	NaN	NaN	NaN	NaN	NaN	NaN	143	214
Ox_02	9	midPoint	0.25	317	NaN	20825	1664	0	NaN	NaN	NaN	NaN	NaN	NaN	209	267
Ox_02	10	midPoint	0.25	317	NaN	20825	1664	0	NaN	NaN	NaN	NaN	NaN	NaN	83	273
Ox_02	11	anglePoint	0.25	317	NaN	20825	1664	0	NaN	NaN	NaN	NaN	NaN	NaN	180	306
Ox_02	12	anglePoint	0.25	317	NaN	20825	1664	0	NaN	NaN	NaN	NaN	NaN	NaN	102	229
Ox_02	13	anglePoint	0.25	317	NaN	20825	1664	0	NaN	NaN	NaN	NaN	NaN	NaN	106	308
Ox_02	14	anglePoint	0.25	317	NaN	20825	1664	0	NaN	NaN	NaN	NaN	NaN	NaN	189	225
