imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_001 copy 3	1	leaflet	0.25	264	0	32648	1897	15994	161	388	149	389	155	387	317.628173064899	152.478867075153
Nz_001 copy 3	2	leaflet	0.25	264	53	32648	1897	3846	130	443	128	433	126	439	426.766250650026	89.7688507540302
Nz_001 copy 3	3	leaflet	0.25	264	57	32648	1897	3696	176	429	179	439	181	431	405.998647186147	207.518127705628
Nz_001 copy 3	4	leaflet	0.25	264	109	32648	1897	2367	133	490	135	500	130	495	489.534854245881	101.090409801436
Nz_001 copy 3	5	leaflet	0.25	264	128	32648	1897	2452	178	495	183	504	183	497	478.65823817292	208.06484502447
Nz_001 copy 3	6	leaflet	0.25	264	196	32648	1897	588	129	571	130	583	126	576	574.613945578231	114.554421768707
Nz_001 copy 3	7	smallLeaflet	0.25	264	212	32648	1897	336	157	591	156	588	155	591	575.375	170.03869047619
Nz_001 copy 3	8	bottomPoint	0.25	264	264	32648	1897	0	NaN	NaN	NaN	NaN	NaN	NaN	149	647
Nz_001 copy 3	9	TopPoint	0.25	264	NaN	32648	1897	0	NaN	NaN	NaN	NaN	NaN	NaN	158	250
Nz_001 copy 3	10	midPoint	0.25	264	NaN	32648	1897	0	NaN	NaN	NaN	NaN	NaN	NaN	235	325
Nz_001 copy 3	11	midPoint	0.25	264	NaN	32648	1897	0	NaN	NaN	NaN	NaN	NaN	NaN	74	319
Nz_001 copy 3	12	anglePoint	0.25	264	NaN	32648	1897	0	NaN	NaN	NaN	NaN	NaN	NaN	198	366
Nz_001 copy 3	13	anglePoint	0.25	264	NaN	32648	1897	0	NaN	NaN	NaN	NaN	NaN	NaN	105	273
Nz_001 copy 3	14	anglePoint	0.25	264	NaN	32648	1897	0	NaN	NaN	NaN	NaN	NaN	NaN	106	372
Nz_001 copy 3	15	anglePoint	0.25	264	NaN	32648	1897	0	NaN	NaN	NaN	NaN	NaN	NaN	207	270
