imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_001 copy 2	1	leaflet	0.25	268	0	35862	2004	17862	168	371	155	369	162	369	302.859814130557	162.4573955884
Nz_001 copy 2	2	leaflet	0.25	268	65	35862	2004	4510	134	419	130	430	129	422	399.377161862528	95.3450110864745
Nz_001 copy 2	3	leaflet	0.25	268	69	35862	2004	4142	189	424	189	437	191	430	414.607918879768	228.435538387253
Nz_001 copy 2	4	leaflet	0.25	268	118	35862	2004	2192	132	480	130	490	128	484	470.735857664234	104.570711678832
Nz_001 copy 2	5	leaflet	0.25	268	139	35862	2004	2081	180	492	183	504	185	496	482.738106679481	208.509370494954
Nz_001 copy 2	6	leaflet	0.25	268	203	35862	2004	760	139	558	134	571	134	561	551.257894736842	123.547368421053
Nz_001 copy 2	7	leaflet	0.25	268	211	35862	2004	655	177	557	182	569	182	560	552.792366412214	192.607633587786
Nz_001 copy 2	8	bottomPoint	0.25	268	268	35862	2004	0	NaN	NaN	NaN	NaN	NaN	NaN	159	634
Nz_001 copy 2	9	TopPoint	0.25	268	NaN	35862	2004	0	NaN	NaN	NaN	NaN	NaN	NaN	163	233
Nz_001 copy 2	10	midPoint	0.25	268	NaN	35862	2004	0	NaN	NaN	NaN	NaN	NaN	NaN	248	318
Nz_001 copy 2	11	midPoint	0.25	268	NaN	35862	2004	0	NaN	NaN	NaN	NaN	NaN	NaN	77	319
Nz_001 copy 2	12	anglePoint	0.25	268	NaN	35862	2004	0	NaN	NaN	NaN	NaN	NaN	NaN	201	357
Nz_001 copy 2	13	anglePoint	0.25	268	NaN	35862	2004	0	NaN	NaN	NaN	NaN	NaN	NaN	105	261
Nz_001 copy 2	14	anglePoint	0.25	268	NaN	35862	2004	0	NaN	NaN	NaN	NaN	NaN	NaN	115	362
Nz_001 copy 2	15	anglePoint	0.25	268	NaN	35862	2004	0	NaN	NaN	NaN	NaN	NaN	NaN	219	256
