imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_007 copy 2	1	leaflet	0.25	335	0	36971	2192	16527	151	395	164	394	157	394	327.827131360804	169.50553639499
Nz_007 copy 2	3	leaflet	0.25	335	75	36971	2192	4540	185	471	187	461	189	467	464.846255506608	227.595154185022
Nz_007 copy 2	2	leaflet	0.25	335	77	36971	2192	4446	132	455	130	467	128	459	440.27845254161	92.2152496626181
Nz_007 copy 2	4	leaflet	0.25	335	136	36971	2192	2688	133	523	136	534	132	529	525.680431547619	98.8642113095238
Nz_007 copy 2	5	leaflet	0.25	335	142	36971	2192	2323	185	539	190	529	190	536	536.438226431339	220.566078346965
Nz_007 copy 2	6	leaflet	0.25	335	241	36971	2192	1187	136	619	132	634	132	624	615.860151642797	113.657118786858
Nz_007 copy 2	7	leaflet	0.25	335	250	36971	2192	792	190	625	198	637	194	629	618.325757575758	206.493686868687
Nz_007 copy 2	8	bottomPoint	0.25	335	335	36971	2192	0	NaN	NaN	NaN	NaN	NaN	NaN	167	726
Nz_007 copy 2	9	TopPoint	0.25	335	NaN	36971	2192	0	NaN	NaN	NaN	NaN	NaN	NaN	153	268
Nz_007 copy 2	10	midPoint	0.25	335	NaN	36971	2192	0	NaN	NaN	NaN	NaN	NaN	NaN	249	329
Nz_007 copy 2	11	midPoint	0.25	335	NaN	36971	2192	0	NaN	NaN	NaN	NaN	NaN	NaN	86	337
Nz_007 copy 2	12	anglePoint	0.25	335	NaN	36971	2192	0	NaN	NaN	NaN	NaN	NaN	NaN	208	388
Nz_007 copy 2	13	anglePoint	0.25	335	NaN	36971	2192	0	NaN	NaN	NaN	NaN	NaN	NaN	105	284
Nz_007 copy 2	14	anglePoint	0.25	335	NaN	36971	2192	0	NaN	NaN	NaN	NaN	NaN	NaN	112	373
Nz_007 copy 2	15	anglePoint	0.25	335	NaN	36971	2192	0	NaN	NaN	NaN	NaN	NaN	NaN	208	275
