imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_006 copy 3	1	leaflet	0.25	363	0	31989	2053	14373	145	364	159	364	152	364	303.062826132331	161.592917275447
Nz_006 copy 3	3	leaflet	0.25	363	67	31989	2053	4551	179	431	178	419	181	425	411.758294880246	221.124148538783
Nz_006 copy 3	2	leaflet	0.25	363	96	31989	2053	3117	126	442	121	454	121	445	421.426371511068	98.0901507860122
Nz_006 copy 3	5	leaflet	0.25	363	152	31989	2053	2870	175	500	175	512	179	504	490.356794425087	210.347735191638
Nz_006 copy 3	4	leaflet	0.25	363	199	31989	2053	1618	124	542	119	553	119	545	527.710135970334	102.454264524104
Nz_006 copy 3	7	leaflet	0.25	363	264	31989	2053	825	178	611	181	626	181	617	611.993939393939	196.869090909091
Nz_006 copy 3	8	bottomPoint	0.25	363	363	31989	2053	0	NaN	NaN	NaN	NaN	NaN	NaN	151	724
Nz_006 copy 3	9	TopPoint	0.25	363	NaN	31989	2053	0	NaN	NaN	NaN	NaN	NaN	NaN	152	242
Nz_006 copy 3	10	midPoint	0.25	363	NaN	31989	2053	0	NaN	NaN	NaN	NaN	NaN	NaN	236	305
Nz_006 copy 3	11	midPoint	0.25	363	NaN	31989	2053	0	NaN	NaN	NaN	NaN	NaN	NaN	84	307
Nz_006 copy 3	12	anglePoint	0.25	363	NaN	31989	2053	0	NaN	NaN	NaN	NaN	NaN	NaN	197	355
Nz_006 copy 3	13	anglePoint	0.25	363	NaN	31989	2053	0	NaN	NaN	NaN	NaN	NaN	NaN	112	268
Nz_006 copy 3	14	anglePoint	0.25	363	NaN	31989	2053	0	NaN	NaN	NaN	NaN	NaN	NaN	103	352
Nz_006 copy 3	15	anglePoint	0.25	363	NaN	31989	2053	0	NaN	NaN	NaN	NaN	NaN	NaN	202	252
