imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Ox_17	1	leaflet	0.25	392	0	20693	1825	9081	142	286	154	287	148	285	236.503468780971	151.937561942517
Ox_17	3	leaflet	0.25	392	113	20693	1825	2764	190	363	195	372	195	365	348.523878437048	218.201519536903
Ox_17	2	leaflet	0.25	392	121	20693	1825	2522	119	385	116	394	115	388	378.857652656622	89.9432989690722
Ox_17	5	leaflet	0.25	392	212	20693	1825	743	192	477	194	486	196	480	475.009421265141	208.040376850606
Ox_17	4	leaflet	0.25	392	216	20693	1825	1151	139	478	134	488	134	481	469.778453518679	119.059947871416
Ox_17	7	smallLeaflet	0.25	392	327	20693	1825	80	171	606	170	603	168	606	611.3125	181.75
Ox_17	8	bottomPoint	0.25	392	392	20693	1825	0	NaN	NaN	NaN	NaN	NaN	NaN	167	675
Ox_17	9	TopPoint	0.25	392	NaN	20693	1825	0	NaN	NaN	NaN	NaN	NaN	NaN	143	187
Ox_17	10	midPoint	0.25	392	NaN	20693	1825	0	NaN	NaN	NaN	NaN	NaN	NaN	208	242
Ox_17	11	midPoint	0.25	392	NaN	20693	1825	0	NaN	NaN	NaN	NaN	NaN	NaN	93	249
Ox_17	12	anglePoint	0.25	392	NaN	20693	1825	0	NaN	NaN	NaN	NaN	NaN	NaN	181	283
Ox_17	13	anglePoint	0.25	392	NaN	20693	1825	0	NaN	NaN	NaN	NaN	NaN	NaN	106	207
Ox_17	14	anglePoint	0.25	392	NaN	20693	1825	0	NaN	NaN	NaN	NaN	NaN	NaN	115	274
Ox_17	15	anglePoint	0.25	392	NaN	20693	1825	0	NaN	NaN	NaN	NaN	NaN	NaN	188	200
