imageName	leafletID	Class	ScalingFactor	distBottomTerminal	distanceToTerminalL	LeafArea	LeafPerimeter	Area	splitPoint1X	splitPoint1Y	splitPoint2X	splitPoint2Y	cutpointleafCoordinatesX	cutpointleafCoordinatesY	centerX	centerY
Nz_004 copy 4	1	leaflet	0.25	332	0	35758	2208	16485	150	332	163	332	156	332	260.428874734607	157.104094631483
Nz_004 copy 4	3	leaflet	0.25	332	75	35758	2208	4739	183	391	187	401	187	394	366.903988183161	217.128719139059
Nz_004 copy 4	2	leaflet	0.25	332	70	35758	2208	3651	131	388	129	399	128	392	380.440975075322	94.4338537387017
Nz_004 copy 4	4	leaflet	0.25	332	144	35758	2208	2206	134	477	134	468	131	473	469.614687216682	99.6722574796011
Nz_004 copy 4	5	leaflet	0.25	332	151	35758	2208	2665	186	475	186	466	189	471	463.278424015009	220.114821763602
Nz_004 copy 4	6	leaflet	0.25	332	212	35758	2208	997	137	524	133	536	133	528	517.049147442327	116.280842527583
Nz_004 copy 4	7	leaflet	0.25	332	229	35758	2208	1052	191	548	190	558	192	553	547.74144486692	212.490494296578
Nz_004 copy 4	8	bottomPoint	0.25	332	332	35758	2208	0	NaN	NaN	NaN	NaN	NaN	NaN	159	661
Nz_004 copy 4	9	TopPoint	0.25	332	NaN	35758	2208	0	NaN	NaN	NaN	NaN	NaN	NaN	154	192
Nz_004 copy 4	10	midPoint	0.25	332	NaN	35758	2208	0	NaN	NaN	NaN	NaN	NaN	NaN	240	274
Nz_004 copy 4	11	midPoint	0.25	332	NaN	35758	2208	0	NaN	NaN	NaN	NaN	NaN	NaN	77	279
Nz_004 copy 4	12	anglePoint	0.25	332	NaN	35758	2208	0	NaN	NaN	NaN	NaN	NaN	NaN	193	315
Nz_004 copy 4	13	anglePoint	0.25	332	NaN	35758	2208	0	NaN	NaN	NaN	NaN	NaN	NaN	95	217
Nz_004 copy 4	14	anglePoint	0.25	332	NaN	35758	2208	0	NaN	NaN	NaN	NaN	NaN	NaN	112	316
Nz_004 copy 4	15	anglePoint	0.25	332	NaN	35758	2208	0	NaN	NaN	NaN	NaN	NaN	NaN	210	216
